Name,Source,TF,CF,"Majestic BL","Majestic RD","Majestic Topics","Majestic Languages","Site Languages","Ahrefs DR","Ahrefs UR","Ahrefs RD","Ahrefs BL","Ahrefs Traffic","Ahrefs Positions","Ahrefs Cost","Moz DA","Moz PA",Age,"SZ Redirects","SZ Parked","SZ Active History","SZ Score","SZ Drops","Google Index","SEM Traffic","SEM Rank","SEM Keywords","Out Links Internal","Out Links External","Out Domains External","Date Added",Price,Expires
powerlinekingdom.com,"GoDaddy Auctions",13,20,1179,169,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 12
Arts/Music: 11
Arts/Television: 8
Computers/Programming/Languages: 7
Society/Folklore: 6","English: 85.6%
Russian: 3.9%
German: 2.6%
Turkish: 1.5%
Polish: 1.2%
Italian: 1.1%
Spanish: 0.8%
Japanese: 0.6%
Romanian: 0.4%
French: 0.4%","English: 100%",4,9,1586,5946,0,0,0,46,40,11,17,1,11,,3,1,36800,27248,27262,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
headant.com,"GoDaddy Auctions",13,18,1900,456,"Society/Religion and Spirituality: 12
Arts/Music: 11
Society/Folklore: 6
Business/Business Services: 5","English: 97.8%
Russian: 1.4%
Vietnamese: 0.3%
Spanish: 0.1%
German: 0.1%","English: 100%",4,38,437,5165,0,0,0,42,44,10,96,1,10,,7,2,30942,29169,30714,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
articleblade.com,"GoDaddy Auctions",13,17,1103,415,"Society/Religion and Spirituality: 12
Arts/Music: 11
Society/Folklore: 6","English: 92.9%
Chinese: 2.8%
French: 1.4%
Spanish: 0.9%
Czech: 0.4%
German: 0.4%
Polish: 0.4%
Vietnamese: 0.4%","English: 100%",1,26,872,21272,0,0,0,45,40,12,20,10,12,,3,3,32037,27938,29760,0,2,1,09/16/2022,$250,"09/22/2022 15:03:00"
pickintimeapp.com,"GoDaddy Auctions",11,16,138,36,"Computers/Software/Desktop Customization: 11
Arts/Graphic Design: 8
Computers/Software/Operating Systems: 5
Computers/Programming/Languages: 5
Computers/Internet/On the Web: 5
Computers/Software/Disk Management: 5","English: 89.7%
Chinese: 6.1%
Dutch: 3.4%
German: 0.6%","English: 100%",15,22,60,303,0,0,0,40,34,10,5,0,10,,3,1,277,227,274,0,2,2,09/16/2022,$250,"09/22/2022 15:03:00"
proessayhelpers.com,"GoDaddy Auctions",13,15,1780,259,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 12
Arts/Music: 11
Arts/Television: 8
Computers/Programming/Languages: 7
Society/Folklore: 6","English: 97.5%
Arabic: 0.8%
Russian: 0.4%
Hungarian: 0.1%
Nepali: 0.1%
Swedish: 0.1%
Turkish: 0.1%
Vietnamese: 0.1%","English: 100%",27,35,397,2164,0,0,0,41,39,3,0,0,1,,1,1,29817,27808,29817,0,2,2,09/16/2022,$250,"09/22/2022 15:03:00"
innovadigitals.com,"GoDaddy Auctions",13,16,1799,208,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 12
Arts/Music: 11
Arts/Television: 8
Computers/Programming/Languages: 7
Society/Folklore: 6","English: 99.4%
German: 0.1%","English: 100%",9,1,307,2372,0,0,0,42,35,2,0,0,2,,1,2,30342,27850,29996,0,2,2,09/16/2022,$250,"09/22/2022 15:03:00"
upbacklink.com,"GoDaddy Auctions",13,14,5446,308,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 12
Arts/Music: 11
Arts/Television: 8
Computers/Programming/Languages: 7
Society/Folklore: 6","English: 99%
Thai: 0.5%","English: 100%",10,16,685,2310,0,0,0,44,39,7,4,0,7,,5,1,30280,27862,29668,0,2,2,09/16/2022,$250,"09/22/2022 15:03:00"
buyaccountnow.com,"GoDaddy Auctions",12,17,2696,208,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 11
Computers/Programming/Languages: 7","English: 75.5%
French: 15.1%
Indonesian: 3.9%
Thai: 2.6%
Spanish: 0.7%
Czech: 0.5%
Chinese: 0.2%
Korean: 0.2%
Slovak: 0.2%
German: 0.1%","English: 100%",11,9,791,8939,0,0,0,55,38,1,0,0,1,,1,1,14545,164,169,0,2,2,09/16/2022,$250,"09/22/2022 15:03:00"
cryptotreasurybank.com,"GoDaddy Auctions",13,7,12,5,"Society/Religion and Spirituality: 13
Computers/Software/Operating Systems: 12
Computers/Programming/Languages: 7","English: 58.3%
Ukrainian: 33.3%
Russian: 8.3%",,,,,,,,,51,37,,,,,,,,2476,2474,2476,0,0,0,09/16/2022,$250,"09/22/2022 15:00:00"
screncrush.com,"GoDaddy Auctions",16,18,306,167,"Arts/Comics: 16
Arts/Radio: 12
Society/Subcultures: 10
Society/People: 7","English: 99.3%
Spanish: 0.6%",,12,17,119,213,0,0,0,50,33,0,0,0,0,,2,5,240,100,240,0,0,0,09/16/2022,$250,"09/22/2022 15:00:00"
highcappin.com,"GoDaddy Auctions",12,12,75,24,"Computers/Software/Operating Systems: 12
Computers/Programming/Languages: 7
Reference/Education: 6","English: 64%
Russian: 18.6%
Turkish: 14.6%
Chinese: 1.3%
German: 1.3%","English: 100%",28,26,135,1168,,,,56,36,,,,,,1,1,9685,41,4034,0,2,2,09/16/2022,$250,"09/22/2022 15:00:00"
nicotineresources.com,"GoDaddy Auctions",12,15,622,161,"Computers/Software/Operating Systems: 11
Home/Family: 11
Computers/Programming/Languages: 7","English: 55.9%
Chinese: 38.5%
Turkish: 2.5%
Polish: 0.6%
Portuguese: 0.5%
Arabic: 0.3%
Russian: 0.3%
Czech: 0.1%
Italian: 0.1%
Japanese: 0.1%","English: 100%",0,26,292,3458,0,0,0,53,41,4,1,0,4,,5,1,1792,408,1781,0,2,2,09/16/2022,$250,"09/22/2022 15:01:00"
cbdgummiesi.com,"GoDaddy Auctions",10,24,88051,1124,"Business: 10","English: 79%
Bengali: 4%
Russian: 2.8%
Polish: 2.5%
Portuguese: 2.1%
German: 1.9%
Spanish: 1.7%
French: 0.7%
Japanese: 0.7%
Turkish: 0.5%","English: 100%",6,83,4125,267573,0,0,0,52,52,1,0,0,1,,1,1,180834,176466,180834,0,2,2,09/16/2022,$250,"09/22/2022 15:01:00"
bestopgift.com,"GoDaddy Auctions",12,14,496,91,"Computers/Software/Operating Systems: 11
Home/Family: 11
Computers/Programming/Languages: 7","English: 97.5%
Ukrainian: 0.8%
Polish: 0.5%
Thai: 0.2%
German: 0.2%
Indonesian: 0.1%
French: 0.1%","English: 100%",0,50,1234,17815,0,0,0,53,43,0,0,0,0,,1,1,35520,504,35495,0,2,2,09/16/2022,$250,"09/22/2022 15:01:00"
myfashionforwardblog.com,"GoDaddy Auctions",11,17,896,156,"Computers/Software/Operating Systems: 11
Home/Family: 9
Computers/Programming/Languages: 7","English: 97.3%
Swedish: 2%
Italian: 0.5%","English: 100%",6,32,192,6543,0,0,0,54,41,9,17,1,9,,4,1,4007,2464,3985,0,2,2,09/16/2022,$250,"09/22/2022 15:01:00"
thearticlelist.com,"GoDaddy Auctions",12,25,3414,1954,"Society/Politics: 12
Society: 7","English: 76.6%
Japanese: 8.1%
German: 5.2%
Russian: 1.9%
Chinese: 1.1%
Spanish: 1.1%
Czech: 0.9%
French: 0.6%
Persian: 0.5%
Polish: 0.4%","English: 100%",,,,,0,0,0,52,41,,,,,,8,1,19566,81,9496,0,2,2,09/16/2022,$250,"09/22/2022 15:01:00"
geniusanywhere.com,"GoDaddy Auctions",14,24,1764,390,"Computers/Software/Operating Systems: 13
Society/Politics: 12
Computers/Programming/Languages: 8
Society: 6","English: 82.1%
Japanese: 11.8%
Arabic: 2.7%
Polish: 1.4%
German: 0.7%
Korean: 0.1%
Chinese: 0.1%
Romanian: 0.1%
French: 0.1%
Swedish: 0.1%","English: 100%",6,12,380,3049,0,0,0,53,40,5,17,0,5,,2,1,5532,298,325,0,2,2,09/16/2022,$250,"09/22/2022 15:01:00"
interviewbubble.com,"GoDaddy Auctions",14,11,184,123,"Computers/Software/Operating Systems: 13
Society/Politics: 12
Computers/Programming/Languages: 8
Society: 6
Computers/Software/Internet: 6","English: 74.6%
Chinese: 3.8%
German: 3.8%
Spanish: 3.2%
Polish: 1.9%
Japanese: 1.2%
French: 1.2%
Indonesian: 1.2%
Russian: 1.2%
Portuguese: 1.2%","English: 100%",14,23,219,939,0,0,0,50,38,4,0,0,4,,1,1,777,114,680,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
onlinepromotioncodes.com,"GoDaddy Auctions",13,19,1508,358,"Society/Religion and Spirituality: 13
Computers/Software/Operating Systems: 12
Computers/Programming/Languages: 7
Society/People: 7
Arts/Movies: 7
Recreation/Travel: 6
Recreation/Pets: 6
Reference/Education: 6","English: 97.1%
Chinese: 2.2%
Russian: 0.3%
German: 0.1%
Italian: 0.1%","English: 100%",1,0,105,1245,0,0,0,50,39,15,23,0,15,,2,1,3026,249,291,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
loginfacts.com,"GoDaddy Auctions",13,29,103771,175,"Society/Religion and Spirituality: 13
Computers/Software/Operating Systems: 12
Computers/Programming/Languages: 7","English: 99%
Indonesian: 0.1%
Thai: 0.1%
Spanish: 0.1%
Italian: 0.1%","English: 100%",6,25,368,166443,0,0,0,48,42,0,0,0,0,,2,40,570844,832,533776,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
carashealthycravings.com,"GoDaddy Auctions",13,18,1520,201,"Society/Religion and Spirituality: 13
Computers/Software/Operating Systems: 12
Computers/Programming/Languages: 7","English: 99.9%","English: 100%",2,21,126,981,0,0,0,50,39,8,24,0,8,,3,1,4017,402,3388,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
sneakerserie.com,"GoDaddy Auctions",13,18,4356,184,"Society/Religion and Spirituality: 13
Computers/Software/Operating Systems: 12
Home/Family: 8
Computers/Programming/Languages: 7
Arts/Music: 7","Swedish: 79%
English: 9.5%
French: 3.9%
Dutch: 1.8%
Thai: 1.4%
Italian: 1.4%
Finnish: 1%
Russian: 0.6%
Polish: 0.4%
Portuguese: 0.2%","English: 100%",7,0,373,8471,0,0,0,46,35,0,0,0,0,,1,1,14813,246,246,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
teamrendezvous.com,"GoDaddy Auctions",13,22,3920,109,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 12
Arts/Music: 11
Arts/Television: 8
Computers/Programming/Languages: 7
Society/Folklore: 6","English: 79.1%
Chinese: 13.5%
Korean: 3.1%
Japanese: 0.9%
French: 0.5%
Italian: 0.4%
Czech: 0.4%
Malagasy: 0.3%
Spanish: 0.3%
German: 0.2%","English: 100%",12,33,272,19087,0,0,0,38,38,12,1,0,5,,4,1,35836,27870,35834,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
karaloans.com,"GoDaddy Auctions",13,23,19138,491,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 12
Arts/Music: 11
Arts/Television: 8
Computers/Programming/Languages: 7
Society/Folklore: 6","English: 55.1%
Turkish: 19%
Chinese: 6.2%
Russian: 5.1%
Dutch: 4%
Latin: 2.9%
Japanese: 1.5%
German: 1.3%
Polish: 1.2%
Spanish: 0.7%","English: 100%",6,83,6036,44394,0,0,0,37,54,1,0,0,1,,3,1,148921,96433,148921,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
postofficecreditcard.org,"GoDaddy Auctions",13,17,739,313,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 12
Arts/Music: 11
Business/Directories: 8
Recreation/Humor: 8
Arts/Television: 8
Business/Automotive: 8
Sports/Water Sports: 7
Computers/Programming/Languages: 7
Reference/Education: 7","English: 91%
Russian: 2.2%
Vietnamese: 0.9%
Spanish: 0.8%
Turkish: 0.5%
Italian: 0.4%
Polish: 0.4%
Armenian: 0.3%
French: 0.3%
Greek: 0.3%",,6,19,800,2268,0,0,0,41,35,11,9,0,6,,2,0,32212,28008,32099,0,0,0,09/16/2022,$250,"09/22/2022 15:02:00"
paydayloansos.com,"GoDaddy Auctions",13,22,12580,441,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 12
Arts/Music: 11
Arts/Television: 8
Computers/Programming/Languages: 7
Society/Folklore: 6","English: 62.2%
Turkish: 5.2%
Spanish: 5.1%
French: 4.9%
Russian: 4.7%
Latin: 2.8%
Japanese: 2.5%
Chinese: 2%
Arabic: 1.6%
Hindi: 1.5%","English: 100%",4,83,5582,37102,0,0,0,38,53,8,0,0,3,,4,1,142618,93350,142618,0,2,2,09/16/2022,$250,"09/22/2022 15:03:00"
onnorton.com,"GoDaddy Auctions",13,16,2738,162,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 12
Arts/Music: 11
Arts/Television: 8
Computers/Programming/Languages: 7
Business/Publishing and Printing: 7
Society/Folklore: 6","English: 93.1%
Chinese: 4.7%
Polish: 0.3%
French: 0.3%
Czech: 0.2%
Spanish: 0.1%
Russian: 0.1%
German: 0.1%
Thai: 0.1%","English: 100%",5,42,380,4112,0,0,0,40,34,0,0,0,0,,2,1,105506,27560,105497,0,2,2,09/16/2022,$250,"09/22/2022 15:03:00"
thinkmakered.com,"GoDaddy Auctions",13,21,5153,423,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 12
Arts/Music: 11
Arts/Television: 8
Computers/Programming/Languages: 7
Society/Folklore: 6","English: 79%
Norwegian: 17.5%
Russian: 2.2%
German: 0.2%
Spanish: 0.1%
Vietnamese: 0.1%
Chinese: 0.1%","English: 100%",30,46,1848,26631,0,0,0,40,39,2,0,0,2,,2,1,45854,27809,45854,0,2,2,09/16/2022,$250,"09/22/2022 15:03:00"
lendtrio.com,"GoDaddy Auctions",13,22,26096,527,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 12
Arts/Music: 11
Arts/Television: 8
Computers/Programming/Languages: 7
Society/Folklore: 6","English: 52.4%
Latin: 15.7%
Russian: 8.7%
Danish: 6.6%
Turkish: 4.8%
Portuguese: 3.5%
Chinese: 1.4%
Dutch: 1.1%
Thai: 1%
German: 0.9%","English: 100%",8,83,6627,41584,0,0,0,38,54,1,0,0,1,,1,1,300670,126485,300661,0,2,2,09/16/2022,$250,"09/22/2022 15:03:00"
quickexpertsolution.com,"GoDaddy Auctions",13,15,2986,266,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 11
Computers/Computer Science/Distributed Computing: 8
Computers/Programming/Languages: 7","English: 65.2%
Spanish: 10.2%
French: 6.3%
Czech: 2.7%
German: 1.9%
Turkish: 1.7%
Russian: 1.5%
Arabic: 1.3%
Portuguese: 1.1%
Hungarian: 1.1%","English: 100%",14,18,1129,53968,0,0,0,30,39,1,0,0,1,,2,1,38987,45,281,0,2,2,09/16/2022,$250,"09/22/2022 15:03:00"
supertouchblog.com,"GoDaddy Auctions",12,17,2725,192,"Arts/Music: 12
Arts/Design: 9
Science/Technology: 7
News/Weblogs: 7","English: 87.2%
Japanese: 7.1%
French: 1.7%
German: 1.5%
Spanish: 0.8%
Polish: 0.3%
Russian: 0.3%
Italian: 0.1%
Portuguese: 0.1%
Greek: 0.1%","English: 100%",35,32,615,51478,0,0,0,36,38,15,101,1,14,,2,1,10834,1161,4438,0,2,2,09/16/2022,$250,"09/22/2022 15:03:00"
generationdevelopment.org,"GoDaddy Auctions",12,17,21,19,"Business: 12
Computers/Companies: 9
Shopping/Sports: 5","English: 87.5%
Norwegian: 6.2%
Ukrainian: 6.2%","English: 100%",10,29,95,219,,,,43,32,,,,,,3,1,706,25,697,0,0,0,09/16/2022,$65,"09/22/2022 18:00:00"
shoppingfaq.net,"GoDaddy Auctions",10,20,33,28,"Computers/Companies: 10
Sports/Golf: 5","English: 92.5%
Japanese: 3.7%
Portuguese: 3.7%","English: 100%",,,,,0,0,0,41,32,,,,,,4,1,743,26,743,0,0,0,09/16/2022,$65,"09/22/2022 18:00:00"
quitpaxil.org,"GoDaddy Auctions",30,21,239,87,"Health/Pharmacy: 30
Home/Consumer Information: 11","English: 95.9%
Portuguese: 1.3%
French: 0.9%
Chinese: 0.4%
Hungarian: 0.4%
Italian: 0.4%
Spanish: 0.4%","English: 100%",10,20,193,1120,0,24,0,34,28,21,21,0,21,,2,9,1699,40,65,5,2,1,09/16/2022,$100,"09/22/2022 21:07:00"
top50tools.com,"GoDaddy Auctions",15,21,44,34,"Shopping/Food: 14
Business/Textiles and Nonwovens: 14
Society/Subcultures: 9","English: 73.3%
German: 23.3%
French: 3.3%","English: 100%",7,27,82,160,0,0,0,40,32,0,0,0,0,,1,1,663,41,663,0,0,0,09/16/2022,$65,"09/22/2022 18:00:00"
sdj-airport.com,"GoDaddy Auctions",17,18,134238,226,"Home/Consumer Information: 16
Business/Transportation and Logistics: 14
Arts/Radio: 13
Regional/Asia: 13
Recreation/Pets: 11
Recreation/Aviation: 11
Recreation/Audio: 10
Recreation/Travel: 10
Computers/Artificial Intelligence: 9
Science: 9","Japanese: 99.7%
English: 0.1%","English: 100%",43,16,458,95786,0,3,0,39,35,16,0,0,13,,1,5,2952,11,59,1,0,0,09/16/2022,$9550,"09/22/2022 21:08:00"
centralsubwayblog.com,"GoDaddy Auctions",10,15,478,35,"Business/Transportation and Logistics: 9
Recreation/Trains and Railroads: 8
Society/Issues: 5
Recreation/Travel: 5
Society/Politics: 4","English: 91.4%
Bulgarian: 4.6%
Japanese: 3.1%
French: 0.2%
Chinese: 0.1%
Italian: 0.1%
Spanish: 0.1%","English: 100%",18,15,86,853,0,0,0,33,26,11,0,0,10,,4,0,3031,5,6,0,1,1,09/16/2022,$300,"09/22/2022 18:00:00"
unitedfruit.org,"GoDaddy Auctions",15,24,524,213,"Recreation/Travel: 13
Regional/South America: 13
Science/Social Sciences: 13
Society/Politics: 11
Recreation/Food: 11
Reference/Education: 10
Regional/Central America: 8
Society/Issues: 8
Reference/Maps: 8
Society/Religion and Spirituality: 8","English: 88.5%
Spanish: 2.4%
Japanese: 1.7%
Russian: 1.3%
German: 1.1%
Galician: 0.9%
Danish: 0.7%
Dutch: 0.5%
French: 0.5%
Indonesian: 0.3%","English: 100%",24,22,461,2256,194,375,196,39,33,21,9,0,21,,1,39,3647,27,343,6,1,1,09/16/2022,$183,"09/22/2022 21:10:00"
real-estate-eu.com,"GoDaddy Auctions",12,19,27,21,"Arts/Crafts: 12
Society/Subcultures: 8
Business: 7
Arts/Performing Arts: 5","English: 94.1%
Portuguese: 5.8%","English: 100%",7,27,80,155,,,,41,30,,,,,,3,1,810,47,803,0,0,0,09/16/2022,$65,"09/22/2022 18:00:00"
thebloghopspot.com,"GoDaddy Auctions",19,14,1013,52,"Computers/Programming/Development Tools: 19
Computers/Systems: 9
Computers/Programming/Compilers: 9
Computers/Software/Freeware: 8
Computers/Hardware: 8","English: 100%",,16,29,274,7897,0,0,0,59,44,8,8,0,8,,3,0,6063,665,5877,0,0,0,09/16/2022,$600,"09/22/2022 20:01:00"
translatearticles.com,"GoDaddy Auctions",16,26,2089,903,"Health/Alternative: 14
Arts/Education: 13
Recreation/Travel: 13
Reference/Education: 13
Health/Fitness: 13
Computers/Programming/Development Tools: 11
Science/Social Sciences: 11
Computers/Software/Databases: 11
Computers/Programming/Languages: 10
Shopping/Toys and Games: 10","English: 92.2%
Spanish: 3.9%
Chinese: 2.3%
German: 1.4%","English: 99.2%
Arabic: 0.7%",19,56,1668,7303,0,4,0,53,43,13,10,1,9,,3,47,14604,3123,6919,120,4,4,09/16/2022,$600,"09/22/2022 20:02:00"
eczema-psoriasis.com,"GoDaddy Auctions",11,25,2408,263,"Reference/Education: 11
Science/Social Sciences: 9
Computers/Software/Databases: 9
Arts/Music: 7
Recreation/Food: 7
Computers/Programming/Development Tools: 6
Recreation/Travel: 6
Health/Medicine: 5
Health/Alternative: 5
Health/Conditions and Diseases: 5","English: 99.8%
Czech: 0.1%","English: 100%",0,4,22,639,0,1,0,53,43,18,6,1,14,,1,5,3020,491,2491,11,1,1,09/16/2022,$600,"09/22/2022 20:02:00"
backlinkswiz.com,"GoDaddy Auctions",11,22,1717,577,"Reference/Education: 11
Science/Social Sciences: 9
Computers/Software/Databases: 9
Arts/Music: 7
Health/Support Groups: 7
Recreation/Food: 7
Computers/Programming/Development Tools: 6
Recreation/Travel: 6
Shopping/Toys and Games: 5
Society/Philanthropy: 5","English: 75.8%
Spanish: 14%
German: 8.9%
Dutch: 0.3%
Arabic: 0.1%
French: 0.1%
Italian: 0.1%
Turkish: 0.1%","English: 100%",23,25,78,410,0,1,0,57,47,9,17,1,9,,2,21,2999,538,2126,32,4,3,09/16/2022,$600,"09/22/2022 20:02:00"
primeroofingsolutions.com,"GoDaddy Auctions",19,10,133,11,"Computers/Programming/Development Tools: 19
Computers/Systems: 9
Computers/Programming/Compilers: 9
Computers/Software/Freeware: 9
Computers/Hardware: 8","English: 100%",,21,2,78,1237,,,,61,38,,,,,,0,0,356,157,338,0,0,0,09/16/2022,$600,"09/22/2022 19:01:00"
affiliatethunder.com,"GoDaddy Auctions",16,13,455,63,"Arts/Music: 14
Health/Conditions and Diseases: 14
Reference/Education: 12
Arts/Education: 12
Recreation/Travel: 11
Business/Food and Related Products: 11
Computers/Programming/Development Tools: 11
Computers/Software/Databases: 10
Science/Social Sciences: 10
Computers/Programming/Languages: 10","English: 88.5%
Vietnamese: 6.2%
French: 4.4%
Spanish: 0.4%
Chinese: 0.2%",,2,27,216,856,0,0,0,52,42,19,13,0,12,,4,3,60069,13753,53622,0,0,0,09/16/2022,$600,"09/22/2022 20:01:00"
theprofitshack.com,"GoDaddy Auctions",15,14,658,34,"Arts/Education: 13
Recreation/Travel: 13
Reference/Education: 13
Business/Food and Related Products: 13
Computers/Programming/Development Tools: 11
Computers/Software/Databases: 11
Science/Social Sciences: 11
Computers/Programming/Languages: 11
Shopping/Toys and Games: 10
Arts/Music: 10","English: 98.9%
German: 1%","English: 100%",28,18,68,568,0,0,0,53,37,16,29,0,16,,0,17,1397,260,768,127,68,27,09/16/2022,$600,"09/22/2022 20:01:00"
viralhunger.com,"GoDaddy Auctions",17,34,1430,644,"Health/Alternative: 15
Health/Fitness: 14
Reference/Education: 14
Arts/Education: 14
Recreation/Travel: 13
Computers/Programming/Development Tools: 11
Science/Social Sciences: 11
Computers/Software/Databases: 11
Computers/Programming/Languages: 10
Arts/Music: 10","English: 95.9%
Portuguese: 1.3%
Russian: 0.9%
Spanish: 0.9%
Japanese: 0.4%
Thai: 0.4%","English: 100%",0,13,35,67,0,0,0,54,40,7,13,0,6,,2,6,3636,967,2516,24,3,3,09/16/2022,$600,"09/22/2022 20:02:00"
themeslib.com,"GoDaddy Auctions",19,11,104,13,"Computers/Programming/Development Tools: 19
Computers/Systems: 9
Computers/Programming/Compilers: 9
Computers/Software/Freeware: 9
Computers/Hardware: 8","English: 100%",,6,38,275,2230,,,,58,36,,,,,,0,0,1030,133,135,0,0,0,09/16/2022,$600,"09/22/2022 20:02:00"
miltonbowling.com,"GoDaddy Auctions",20,20,256,52,"Reference/Education: 19
Computers/Software/Databases: 17
Science/Social Sciences: 16
Arts/Music: 15
Health/Conditions and Diseases: 15
Business/Industrial Goods and Services: 13
Computers/Programming/Development Tools: 12
Recreation/Travel: 12
Arts/Education: 12
Business/Food and Related Products: 11","English: 93.3%
Swedish: 3.3%
German: 1.6%
Italian: 1.6%","English: 100%",2,6,27,161,0,2,0,53,36,20,15,1,17,,4,1,371,140,264,15,4,4,09/16/2022,$600,"09/22/2022 20:02:00"
gosocialonline.com,"GoDaddy Auctions",14,18,610,236,"Society/Religion and Spirituality: 13
Reference/Education: 11
Science/Social Sciences: 9
Regional/Asia: 9
Computers/Software/Databases: 9
Computers/Internet/Web Design and Development: 8
Business/Automotive: 8
Society: 8
Recreation/Collecting: 8
Computers/Programming/Development Tools: 8","English: 97.2%
Chinese: 0.3%
Czech: 0.3%
French: 0.3%
Italian: 0.3%
Japanese: 0.3%
Latin: 0.3%
Romanian: 0.3%",,7,21,127,594,0,0,0,56,45,8,18,1,8,,5,0,10830,8559,10114,0,0,0,09/16/2022,$600,"09/22/2022 20:03:00"
hcpartnership.org,"GoDaddy Auctions",15,13,24638,55,"News/Media Industry: 15
Society/Issues: 10
Health/Conditions and Diseases: 10
Reference/Education: 9
Science/Environment: 9
Health/News and Media: 9
Science/Social Sciences: 9
Arts: 9
Arts/Music: 9
Sports/Events: 8","English: 99.9%",,18,9,88,37383,0,0,0,31,24,16,45,0,16,,0,1,561,33,215,0,0,0,09/16/2022,$439,"09/22/2022 19:00:00"
ericenders.com,"GoDaddy Auctions",12,16,674,87,"Reference/Maps: 12
Sports/Baseball: 9
Sports/Strength Sports: 8
Society/History: 8
Shopping/Publications: 8
Society/People: 7
Reference/Education: 6
Recreation/Travel: 6","English: 97.5%
Russian: 0.6%
Spanish: 0.4%
Dutch: 0.2%
French: 0.2%
Persian: 0.2%
Arabic: 0.1%
Armenian: 0.1%
German: 0.1%
Ukrainian: 0.1%","English: 100%",15,21,269,18704,0,0,0,32,24,21,67,1,18,,2,0,1480,5,36,0,1,1,09/16/2022,$249,"09/23/2022 19:03:00"
palmersteak.com,"GoDaddy Auctions",17,15,1934,111,"Recreation/Travel: 14
Society/Religion and Spirituality: 14
Computers/Internet: 14
Business: 13
Reference/Education: 13
Business/Automotive: 13
Recreation/Food: 13
Recreation/Pets: 13
Arts/Music: 13
Business/Consumer Goods and Services: 12","English: 99.3%
Spanish: 0.2%
Dutch: 0.1%
Japanese: 0.1%","English: 100%",,,,,0,0,0,53,39,,,,,,0,2,4144,118,4143,2,1,1,09/16/2022,$1500,"09/23/2022 11:00:00"
artsappreciation.com,"GoDaddy Auctions",20,28,2005,108,"Recreation/Travel: 17
Computers/Internet: 17
Reference/Education: 16
Society/Religion and Spirituality: 16
Business/Automotive: 16
Recreation/Pets: 15
Recreation/Humor: 15
Business: 15
Recreation/Food: 14
Arts/Music: 14","English: 100%","English: 100%",2,12,28,762,0,0,0,53,39,1,0,0,1,,1,38,3517,100,3516,7,0,0,09/16/2022,$1500,"09/23/2022 11:00:00"
myjoincoin.com,"GoDaddy Auctions",17,10,1762,32,"Recreation/Travel: 15
Business: 15
Computers/Internet: 14
Society/Religion and Spirituality: 14
Arts/Crafts: 13
Reference/Education: 13
Arts/Music: 13
Business/Automotive: 13
Recreation/Pets: 13
Business/Consumer Goods and Services: 12","English: 100%","English: 100%",1,0,23,884,0,0,0,53,39,0,0,0,0,,0,9,5909,171,5908,3,1,1,09/16/2022,$1500,"09/23/2022 11:00:00"
stickandpick.com,"GoDaddy Auctions",20,30,1751,145,"Recreation/Travel: 18
Computers/Internet: 17
Business: 16
Reference/Education: 16
Business/Automotive: 16
Recreation/Pets: 15
Society/Religion and Spirituality: 15
Arts/Crafts: 15
Business/Consumer Goods and Services: 14","English: 99.2%
Japanese: 0.2%
Spanish: 0.2%","English: 100%",,,,,0,0,0,52,39,,,,,,3,29,3598,103,3597,8,0,0,09/16/2022,$1500,"09/23/2022 11:01:00"
heghosting.com,"GoDaddy Auctions",19,27,1930,105,"Recreation/Travel: 17
Computers/Internet: 16
Society/Religion and Spirituality: 16
Reference/Education: 15
Business/Automotive: 15
Recreation/Pets: 15
Business: 15
Recreation/Food: 14
Arts/Music: 14
Business/Consumer Goods and Services: 14","English: 100%","English: 100%",2,0,26,756,0,0,0,53,39,0,0,0,0,,3,5,7072,216,7071,4,0,0,09/16/2022,$1500,"09/23/2022 11:01:00"
